"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
953 0.277661813047038 5 10 "GO:0000030" "mannosyltransferase activity" 0.848411095421505
-324 0.757318948403875 3 7 "GO:0000182" "rDNA binding" 0.964882241650449
-1563 0.024367846847106 2 16 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.448448891797877
-170 0.520598227872061 5 111 "GO:0000287" "magnesium ion binding" 0.923642017192366
-1682 0.175376622397574 2 5 "GO:0000339" "RNA cap binding" 0.779594582675467
-23 0.983680916105933 2 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.994878684853198
-51 0.734695436049518 2 359 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.96417254777408
-254 0.215339820330148 3 187 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.819946409387031
313 0.413193537535203 3 53 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.893705123320523
101 0.788740004176051 3 55 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.970175404497699
-33 0.804991933479049 3 440 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.971563386322371
-174 0.304963473596364 2 277 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.864851051120227
-804 0.246990013614027 2 16 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.823362569490648
-914 0.461586121989798 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.904532916833907
-884 0.189345893530177 2 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.803884445824086
2 0.998708472217383 2 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.999573904169045
-792 0.484518492421078 2 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.919240787757396
198 0.497544191396144 2 91 "GO:0001046" "core promoter sequence-specific DNA binding" 0.920374360786459
180 0.45964934600925 2 132 "GO:0001047" "core promoter binding" 0.904268201694906
1098 0.295268795471982 2 7 "GO:0001055" "RNA polymerase II activity" 0.855556842011625
1847 0.0354062978437251 2 10 "GO:0001056" "RNA polymerase III activity" 0.500444542908564
-1193 0.292562478226123 3 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.855556842011625
-128 0.640766881588439 3 103 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.948031932757589
-229 0.264710117702171 5 186 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.833468242589293
-4 0.987609070662655 5 98 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.996178804153064
290 0.310325398504867 2 95 "GO:0001085" "RNA polymerase II transcription factor binding" 0.867859165310221
