name	term	lev	seq	value
"proteoglycan binding"	GO:0043394	3	"Agrn"	0
"proteoglycan binding"	GO:0043394	3	"Atp1a3"	1.1
"proteoglycan binding"	GO:0043394	3	"Cfh"	0.4
"proteoglycan binding"	GO:0043394	3	"Col5a1"	-0.4
"proteoglycan binding"	GO:0043394	3	"Col5a3"	-0.1
"proteoglycan binding"	GO:0043394	3	"Ctsb"	0.1
"proteoglycan binding"	GO:0043394	3	"Ctss"	0.3
"proteoglycan binding"	GO:0043394	3	"Gpc1"	-0.5
"proteoglycan binding"	GO:0043394	3	"Gpc3"	-0.3
"proteoglycan binding"	GO:0043394	3	"Gpc4"	-0.6
"proteoglycan binding"	GO:0043394	3	"Grem1"	0.3
"proteoglycan binding"	GO:0043394	3	"Itgam"	-0.2
"proteoglycan binding"	GO:0043394	3	"Lrrtm4"	0.1
"proteoglycan binding"	GO:0043394	3	"Nid1"	0.6
"proteoglycan binding"	GO:0043394	3	"Pla2g2d"	0.8
"proteoglycan binding"	GO:0043394	3	"Ptn"	0.2
"proteoglycan binding"	GO:0043394	3	"Ptprc"	0.1
"proteoglycan binding"	GO:0043394	3	"Ptprf"	0.1
"proteoglycan binding"	GO:0043394	3	"Sema5a"	0.1
"proteoglycan binding"	GO:0043394	3	"Slit1"	-0.1
"proteoglycan binding"	GO:0043394	3	"Slit2"	0.1
"PDZ domain binding"	GO:0030165	4	"Acox1"	-0.3
"PDZ domain binding"	GO:0030165	4	"Acvr2a"	-0.2
"PDZ domain binding"	GO:0030165	4	"Adam17"	0
"PDZ domain binding"	GO:0030165	4	"Adgrl2"	-0.4
"PDZ domain binding"	GO:0030165	4	"Adrb1"	2.1
"PDZ domain binding"	GO:0030165	4	"Apba1"	0.3
"PDZ domain binding"	GO:0030165	4	"Arhgap29"	0.6
"PDZ domain binding"	GO:0030165	4	"Atp2b1"	1.3
"PDZ domain binding"	GO:0030165	4	"Atp2b2"	1
"PDZ domain binding"	GO:0030165	4	"Atp2b3"	0.2
