"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1633 0.0682774010811507 2 10 "GO:0000030" "mannosyltransferase activity" 0.243697800781953
-1550 0.147468574433901 2 7 "GO:0000182" "rDNA binding" 0.387899198057427
-583 0.44152583720953 4 14 "GO:0000217" "DNA secondary structure binding" 0.70594858517322
-605 0.0258626397680219 2 110 "GO:0000287" "magnesium ion binding" 0.138707624154828
-263 0.835810205007278 2 5 "GO:0000339" "RNA cap binding" 0.9288668992859
-221 0.804938722066218 7 10 "GO:0000400" "four-way junction DNA binding" 0.915007893057811
-1097 0.386272714898496 6 5 "GO:0000832;GO:0000828;GO:0052723" "inositol hexakisphosphate 1-kinase activity" 0.669770327776167
-2574 0.025947891759998 2 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.138707624154828
-918 1.41788334489127e-09 4 362 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 1.26518821544144e-07
-661 0.00143888949811797 2 190 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.0206063187384796
-879 0.0269744807518916 2 51 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.140947737262136
-265 0.489395174440319 2 55 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.758626829929191
-804 4.64613243823633e-09 2 446 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 3.84965259168153e-07
-857 6.56936061012844e-07 3 278 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 3.8102291538745e-05
-1628 0.0214925633444397 3 16 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.120441417775604
-2340 0.0646600000298079 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.237370922756516
-926 0.177935271190916 2 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.440437359818912
-508 0.660499608596729 7 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.850365755796011
-2359 0.0412694093648918 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.183419597177297
-1210 6.55667821770327e-05 4 88 "GO:0001046" "core promoter sequence-specific DNA binding" 0.00161824398564591
-1360 6.67278471325567e-08 4 128 "GO:0001047" "core promoter binding" 4.83776891711036e-06
2114 0.0482595925628967 2 7 "GO:0001055" "RNA polymerase II activity" 0.200451490933491
3087 0.000566267605827709 2 10 "GO:0001056" "RNA polymerase III activity" 0.00951986119942235
-1131 0.327971364048176 2 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.622662491482625
-875 0.00179525035551197 2 103 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.0231387823599321
-903 1.9053697858617e-05 2 183 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.000736742983866524
-702 0.0145929497183384 2 98 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.0945688361635338
-809 0.00583479299907002 2 94 "GO:0001085" "RNA polymerase II transcription factor binding" 0.0544435251065063
-1693 0.07285312595757 2 9 "GO:0001091;GO:0001094" "RNA polymerase II basal transcription factor binding" 0.251752162382712
-1181 0.0411981277918321 4 24 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.183419597177297
-580 0.239820868383879 5 33 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.523902462006214
-517 0.426550399259373 2 19 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.697882176503346
-691 0.0515402423869653 4 64 "GO:0001104" "RNA polymerase II transcription cofactor activity" 0.20894095369899
-1485 0.00412274316156702 2 30 "GO:0001105" "RNA polymerase II transcription coactivator activity" 0.0438467580181777
-1043 0.091816849019473 2 21 "GO:0001106" "RNA polymerase II transcription corepressor activity" 0.297507108554717
-810 0.365899482500559 3 10 "GO:0001134" "transcription factor recruiting transcription factor activity" 0.65601761932094
-1323 0.252575438005487 2 6 "GO:0001135" "RNA polymerase II transcription factor recruiting transcription factor activity" 0.538579978099936
-543 0.0959996826791079 4 76 "GO:0001158;GO:0035326" "enhancer binding" 0.305094881939083
115 0.892586735112977 8 11 "GO:0001161;GO:0044213" "intronic transcription regulatory region DNA binding" 0.951423918866207
-108 0.91447439530341 5 8 "GO:0001162" "RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding" 0.959561547780097
-737 0.434989213374358 8 9 "GO:0001164;GO:0001163;GO:0001013" "RNA polymerase I regulatory region DNA binding" 0.705716765754203
-1639 0.000215678067559581 4 41 "GO:0001190" "RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription" 0.00424045014184939
-772 0.135756108004232 4 30 "GO:0001191" "RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription" 0.373234570417639
-583 0.323812297115624 2 23 "GO:0001205" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.62164900780804
-560 0.576136595124965 5 8 "GO:0001206" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.811764763327257
-1336 0.0143109401915862 2 27 "GO:0001221" "transcription cofactor binding" 0.0932623068665168
-993 0.267766388146896 5 10 "GO:0001222" "transcription corepressor binding" 0.558093486453199
-2427 0.00673683021939942 2 10 "GO:0001223" "transcription coactivator binding" 0.0588146370648293
-683 0.00420249885331264 4 143 "GO:0001227" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.0438467580181777
-902 7.23269552076395e-07 3 248 "GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 3.99520324004104e-05
2120 0.0940828017814705 3 5 "GO:0001530" "lipopolysaccharide binding" 0.299824313369521
-2211 0.0807717442905344 4 5 "GO:0001540" "beta-amyloid binding" 0.271533559579087
346 0.10891237887842 3 175 "GO:0001664" "G-protein coupled receptor binding" 0.32730144947919
2913 0.0214414800814482 3 5 "GO:0001671" "ATPase activator activity" 0.120441417775604
-552 0.633243967987001 5 6 "GO:0001784" "phosphotyrosine binding" 0.833992420592784
1650 0.0197863023886772 2 16 "GO:0001786" "phosphatidylserine binding" 0.116508176501856
190 0.869194476550853 2 6 "GO:0001848" "complement binding" 0.940740352810215
-512 0.1292068339931 3 71 "GO:0001948" "glycoprotein binding" 0.364671356282229
-437 0.537198291544734 3 16 "GO:0001965" "G-protein alpha-subunit binding" 0.796688188570573
-120 0.853096983296652 2 19 "GO:0001968" "fibronectin binding" 0.936186353233364
317 0.439613961640473 4 48 "GO:0002020" "protease binding" 0.70594858517322
-164 0.691662448385142 2 47 "GO:0002039" "p53 binding" 0.867902564556123
-776 0.411358961454859 5 9 "GO:0002161" "aminoacyl-tRNA editing activity" 0.691244375300134
-4260 0.000228672258827887 2 6 "GO:0002162" "dystroglycan binding" 0.00425033576514151
-304 0.525975211801918 5 35 "GO:0003678" "DNA helicase activity" 0.789874245276118
-1302 0.260222096429689 2 6 "GO:0003680" "AT DNA binding" 0.549831752019015
-908 4.53701200571549e-11 2 441 "GO:0003682" "chromatin binding" 6.57866740828746e-09
66 0.872617775537751 5 47 "GO:0003684" "damaged DNA binding" 0.940740352810215
1249 0.18564881513834 2 9 "GO:0003688" "DNA replication origin binding" 0.452421482269904
998 0.31891868462103 2 8 "GO:0003689;GO:0033170" "DNA clamp loader activity" 0.61609861810899
-392 0.137761592058422 5 116 "GO:0003690" "double-stranded DNA binding" 0.376008110088869
822 0.411753368575645 2 8 "GO:0003691" "double-stranded telomeric DNA binding" 0.691244375300134
227 0.489837496221521 5 75 "GO:0003697" "single-stranded DNA binding" 0.758626829929191
-836 2.09053663642211e-14 2 723 "GO:0003700;GO:0001071" "sequence-specific DNA binding transcription factor activity" 1.00892341442959e-11
-591 0.081884148074415 4 70 "GO:0003705" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity" 0.273150509626089
-1207 0.00528417118798771 2 43 "GO:0003707;GO:0004879;GO:0098531" "steroid hormone receptor activity" 0.0515095678829054
-585 0.612640420166467 2 6 "GO:0003708" "retinoic acid receptor activity" 0.827790928979167
-553 0.000194830671104694 3 378 "GO:0003712;GO:0000989;GO:0000988" "protein binding transcription factor activity" 0.00396497506107798
-417 0.0432332837784094 2 192 "GO:0003713" "transcription coactivator activity" 0.190686726931387
-879 0.000412590086526098 4 131 "GO:0003714" "transcription corepressor activity" 0.00747819531828553
-296 0.782474990532984 7 7 "GO:0003720;GO:0003964" "telomerase activity" 0.911790645998563
-941 0.00964846766669914 2 61 "GO:0003725" "double-stranded RNA binding" 0.0739892145984419
-274 0.419629458563331 2 70 "GO:0003727" "single-stranded RNA binding" 0.694393968521347
-77 0.73526088315499 6 156 "GO:0003729" "mRNA binding" 0.892157556966306
-789 0.0567092976000925 2 47 "GO:0003730" "mRNA 3'-UTR binding" 0.222992492257991
3580 7.43745661319471e-32 2 87 "GO:0003735" "structural constituent of ribosome" 8.62744967130586e-29
1258 0.00406542137892718 3 42 "GO:0003743" "translation initiation factor activity" 0.0438467580181777
1726 0.022641770943616 3 14 "GO:0003746" "translation elongation factor activity" 0.125667245428682
-691 0.550135257399613 3 6 "GO:0003747;GO:0008079" "translation termination factor activity" 0.801704646461748
1451 0.0121398963581126 2 24 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.0858675596061623
-1044 0.000535839093525692 2 89 "GO:0003774" "motor activity" 0.00914078453661475
-1689 1.78070262120894e-05 8 52 "GO:0003777" "microtubule motor activity" 0.000712281048483576
-552 0.00293861338316678 2 238 "GO:0003779" "actin binding" 0.0330883827068432
1028 0.134527695084708 4 17 "GO:0003785" "actin monomer binding" 0.371552681662527
938 0.0364563316652692 2 40 "GO:0003823" "antigen binding" 0.171102267450364
-741 0.488659915900515 5 7 "GO:0003836" "beta-galactoside (CMP) alpha-2,3-sialyltransferase activity" 0.758626829929191
-488 0.673247696781341 3 6 "GO:0003854" "3-beta-hydroxy-delta5-steroid dehydrogenase activity" 0.857092024127937
544 0.638182790796211 2 6 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.836306025002148
-439 0.380679887026719 6 32 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.665043176131015
829 0.0754929173967112 6 37 "GO:0003899;GO:0034062" "RNA polymerase activity" 0.25680875126154
515 0.5285817791038 2 12 "GO:0003906" "DNA-(apurinic or apyrimidinic site) lyase activity" 0.789874245276118
-230 0.84207977582071 5 6 "GO:0003909;GO:0003910" "DNA ligase (ATP) activity" 0.932963266429822
-1910 0.09839999388617 3 6 "GO:0003916" "DNA topoisomerase activity" 0.309203740593847
869 8.03440364999854e-05 7 168 "GO:0003924" "GTPase activity" 0.00194164754874965
-1680 0.0399616840530582 2 12 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.18195512606822
2619 0.00889171074003942 2 8 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.0714923843657041
537 0.462546369437375 4 15 "GO:0003995;GO:0052890" "oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor" 0.728290693577406
-1976 0.0873446603859473 3 6 "GO:0004000" "adenosine deaminase activity" 0.287024946310762
-838 0.131732702683194 2 26 "GO:0004003" "ATP-dependent DNA helicase activity" 0.36821671111447
-742 0.0464754780030122 3 58 "GO:0004004;GO:0003724;GO:0008186" "RNA-dependent ATPase activity" 0.198865417716203
-1840 0.0118866856367068 4 15 "GO:0004012" "phospholipid-translocating ATPase activity" 0.0856694826565089
-1274 0.135780162686417 2 11 "GO:0004016" "adenylate cyclase activity" 0.373234570417639
674 0.500673328253975 2 8 "GO:0004017" "adenylate kinase activity" 0.769246438112068
1319 0.297719998920264 3 5 "GO:0004028" "3-chloroallyl aldehyde dehydrogenase activity" 0.598535873045938
1033 0.157723432957761 3 15 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 0.40388340448345
1413 0.221481590569439 2 6 "GO:0004030" "aldehyde dehydrogenase [NAD(P)+] activity" 0.497904350892537
715 0.572265369549285 4 5 "GO:0004075" "biotin carboxylase activity" 0.811764763327257
-1771 0.00419118559324916 2 21 "GO:0004112;GO:0004114" "cyclic-nucleotide phosphodiesterase activity" 0.0438467580181777
-1480 0.0596517424843349 2 13 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.226872200924028
3012 0.00262452089573915 2 8 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "heme-copper terminal oxidase activity" 0.0301430122678952
-781 0.46552746422611 5 7 "GO:0004143" "diacylglycerol kinase activity" 0.730834520186469
447 0.0354665136552198 5 181 "GO:0004175" "endopeptidase activity" 0.168611294426455
17 0.987584427487296 2 7 "GO:0004176" "ATP-dependent peptidase activity" 0.997907609656153
-191 0.787712556797807 2 16 "GO:0004177" "aminopeptidase activity" 0.912987944545429
878 0.107549295627403 2 27 "GO:0004180" "carboxypeptidase activity" 0.32488849720778
138 0.845919940431212 7 16 "GO:0004181" "metallocarboxypeptidase activity" 0.933650933301813
1609 0.072359550230721 2 10 "GO:0004185;GO:0070008" "serine-type exopeptidase activity" 0.251308617567774
896 0.273300778771251 5 12 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.564108368994041
