"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-61 0.945714574478979 3 10 "GO:0000030" "mannosyltransferase activity" 0.988802595586666
294 0.783174862515235 2 7 "GO:0000182" "rDNA binding" 0.972561389510369
194 0.784039069860059 4 16 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.972561389510369
-76 0.776667130807394 2 113 "GO:0000287" "magnesium ion binding" 0.972561389510369
-2284 0.0705292466880265 2 5 "GO:0000339" "RNA cap binding" 0.49843534702087
-1908 0.130834914727588 5 5 "GO:0000832;GO:0000828;GO:0052723" "inositol hexakisphosphate 1-kinase activity" 0.630173605908739
-1197 0.299008602629718 4 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.81349993062874
-348 0.0210769114331092 3 363 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.364512153167659
-403 0.0517922964064973 2 189 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.482860986771347
-699 0.0723004845881299 2 53 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.499476218565133
-718 0.0621548707848057 2 54 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.482860986771347
-272 0.04498802762567 3 455 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.471403226185187
-476 0.00499698003104289 2 286 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.22274999446072
-302 0.668637878247136 2 16 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.967304620255996
-308 0.0366918560073801 2 382 "GO:0000989;GO:0000988;GO:0003712" "protein binding transcription factor activity" 0.433937358291363
-631 0.617102425500927 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.955218372278637
-150 0.826731871438178 3 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.972561389510369
77 0.947115377339276 2 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.988802595586666
189 0.869974958770357 2 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.974082999835671
-697 0.0190873541945959 3 91 "GO:0001046" "core promoter sequence-specific DNA binding" 0.356810379218333
-904 0.00025573391367065 2 132 "GO:0001047" "core promoter binding" 0.0592791211888567
2400 0.0245281688878105 6 7 "GO:0001055" "RNA polymerase II activity" 0.371212922167681
1259 0.158711072729456 2 10 "GO:0001056" "RNA polymerase III activity" 0.68893682881438
476 0.6800136026319 2 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.971807355672469
-293 0.292295212085126 3 104 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.808520646316613
-414 0.0206958273633683 3 256 "GO:0001077;GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.364512153167659
-311 0.275066162580455 2 99 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.789547880654939
-216 0.456185348666264 2 96 "GO:0001085" "RNA polymerase II transcription factor binding" 0.882372165315729
161 0.863848656489772 3 9 "GO:0001091;GO:0001094" "RNA polymerase II basal transcription factor binding" 0.974082999835671
-137 0.812488140560998 3 24 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.972561389510369
143 0.775264856740371 4 32 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.972561389510369
334 0.606906289043805 4 19 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.947739229877091
