"gene","logP"
"4930524B15Rik",-0.2
"4930524J08Rik",-0.2
"4930535I16Rik",NA
"4930538K18Rik",-0.3
"4930539E08Rik",-0.4
"4930544D05Rik",-0.1
"4930548H24Rik",0.1
"4930550C14Rik",-0.2
"4930562C15Rik",-0.3
"4930563I02Rik",-0.2
"4930578C19Rik",0
"4930578G10Rik",0.1
"4930579G24Rik",-0.1
"4930590J08Rik",-0.1
"4930595D18Rik",-0.3
"4931406B18Rik",0
"4931406C07Rik",0.2
"4931406P16Rik",0.5
"4931414P19Rik",0.2
"4931422A03Rik",-0.5
"4931423N10Rik",-0.2
"4931428F04Rik",-0.1
"4931428L18Rik",-0.2
"4931429L15Rik",-0.3
"4931440F15Rik",0
"4932411N23Rik",0
"4932414N04Rik",0
"4932438A13Rik",0.1
"4932438H23Rik",-0.1
"4932443I19Rik",-0.2
"4933402D24Rik",0
"4933402N03Rik",-0.2
"4933405L10Rik",-0.1
"4933406P04Rik",0
"4933407L21Rik",-0.6
"4933408B17Rik",-0.6
"4933408J17Rik",-0.2
"4933411K16Rik",-0.2
"4933413G19Rik",0
"4933415A04Rik",0.6
"4933416C03Rik",-0.1
"4933424G06Rik",-0.3
"4933427D14Rik",0.4
"4933427I04Rik",0.5
"4933428G20Rik",-0.3
"4933430I17Rik",-0.1
"4933434E20Rik",-0.1
"5031414D18Rik",0.1
"5031439G07Rik",1.1
"5330417C22Rik",-0.2
"5430403G16Rik",-0.2
"5430416O09Rik",0.9
"5430427O19Rik",-0.4
"5730409E04Rik",0.1
"5730455P16Rik",-0.6
"5730480H06Rik",0.1
"5730507C01Rik",0.1
"5730508B09Rik",0.1
"5730522E02Rik",0.3
"5730559C18Rik",-0.3
"5830411N06Rik",-0.6
"5830454E08Rik",-0.4
"5930422O12Rik",0.2
"6030419C18Rik",-0.1
"6030445D17Rik",0.2
"6030458C11Rik",-1
"6030468B19Rik",-0.1
"6330408A02Rik",0.1
"6430531B16Rik",-0.1
"6430548M08Rik",-0.1
"6430550D23Rik",-0.2
"6430571L13Rik",-0.4
"6430573F11Rik",0.3
"6720489N17Rik",-0.3
"6820408C15Rik",0.1
"7530416G11Rik",NA
"8030462N17Rik",0.6
"8430408G22Rik",-0.3
"9030612E09Rik",0.5
"9030617O03Rik",-0.1
"9030624G23Rik",-0.4
"9030624J02Rik",0.1
"9130008F23Rik",0.2
"9130011E15Rik",-0.7
"9130019O22Rik",-1
"9130023H24Rik",0.1
"9130213A22Rik",-0.2
"9130401M01Rik",-0.1
"9130409I23Rik",-0.6
"9230019H11Rik",0.1
"9230104M06Rik",-0.1
"9230106D20Rik",-0.3
"9230110C19Rik",-0.7
"9330151L19Rik",-1
"9330159F19Rik",-0.3
"9330161L09Rik",0.1
"9330182L06Rik",0.3
"9430015G10Rik",-0.2
"9430016H08Rik",0
"9430020K01Rik",0.3
"9430038I01Rik",-0.3
"9430076C15Rik",-0.3
"9430097D07Rik",0
"9530053A07Rik",NA
"9530068E07Rik",-0.2
"9530077C05Rik",0.8
"9830107B12Rik",-0.6
"9930012K11Rik",-0.1
"9930021J03Rik",0.2
"9930111J21Rik1",0.3
"9930111J21Rik2",0.1
"A130010J15Rik",-0.4
"A130051J06Rik",0
"A230046K03Rik",0
"A230050P20Rik",-0.7
"A2m",0.6
"A330017A19Rik",0.1
"A3galt2",-0.3
"A430005L14Rik",-0.3
"A430033K04Rik",0
"A430078G23Rik",0.1
"A430105I19Rik",0
"A4galt",0.3
"A530016L24Rik",-0.2
"A530064D06Rik",-0.3
"A530084C06Rik",-0.4
"A530099J19Rik",-0.6
"A630001G21Rik",-0.3
"A630010A05Rik",-0.4
"A630076J17Rik",-0.3
"A730015C16Rik",-0.4
"A730017C20Rik",0
"A730046J19Rik",-0.2
"A730049H05Rik",NA
"A730061H03Rik",-0.1
"A730071L15Rik",-0.1
"A830005F24Rik",-0.1
"A830010M20Rik",4.3
"A830018L16Rik",0.7
"A830031A19Rik",0.1
"A830080D01Rik",0
"A930004D18Rik",1.5
"A930009A15Rik",-0.3
"A930011G23Rik",0.2
"A930017K11Rik",-0.1
"A930018M24Rik",-0.8
"A930033H14Rik",0.3
"AA415398",-1.6
"AA792892",-0.1
"AA986860",0
"Aaas",0.2
"Aacs",-0.4
"Aadat",-0.1
"Aaed1",-0.8
"Aagab",0
"Aak1",-0.3
"Aamdc",-0.4
"Aamp",0
"Aanat",-0.1
"Aar2",-0.1
"Aard",-0.3
"Aars",1.3
"Aars2",-0.7
"Aarsd1",-0.5
"Aasdh",-0.5
"Aasdhppt",0.1
"Aass",0.1
"Aatf",0.6
"Aatk",-0.6
"Abat",0.3
"Abca1",0.7
"Abca12",0.2
"Abca17",0
"Abca2",0.6
"Abca3",0.2
"Abca4",0
"Abca5",1
"Abca6",1.1
"Abca7",0
"Abca8a",0.1
"Abca8b",-0.3
"Abca9",-0.4
"Abcb10",-0.4
"Abcb11",0
"Abcb1a",0.2
"Abcb1b",-0.5
"Abcb4",0.2
"Abcb6",-0.1
"Abcb7",0.4
"Abcb8",-0.1
"Abcb9",0
"Abcc1",-0.2
"Abcc10",-0.1
"Abcc2",0.2
"Abcc3",0
"Abcc4",-0.2
"Abcc5",-0.4
"Abcc6",-0.4
"Abcc8",-0.1
"Abcc9",0
"Abcd1",-0.3
"Abcd2",0.8
"Abcd3",0.1
"Abcd4",-0.4
"Abce1",0.2
"Abcf1",0.1
"Abcf2",0.2
"Abcf3",-0.2
"Abcg1",-0.2
"Abcg2",0
"Abcg3",0
"Abcg4",-0.3
"Abcg8",0
"Abhd10",0.3
"Abhd11",0
"Abhd12",0.3
"Abhd12b",-0.2
"Abhd13",0.1
"Abhd14a",-0.7
"Abhd14b",0
"Abhd15",0.2
"Abhd16a",0
"Abhd16b",-0.4
"Abhd17a",0.1
"Abhd17b",0.9
"Abhd17c",-0.3
"Abhd18",-0.5
"Abhd2",2.3
"Abhd3",0.2
"Abhd4",0
"Abhd5",0.1
"Abhd6",-1.6
"Abhd8",-0.4
"Abi1",0
"Abi2",-0.1
"Abi3",-0.8
"Abi3bp",-0.1
"Abl1",0.1
"Abl2",0.5
"Ablim1",0.1
"Ablim2",-0.1
"Ablim3",-0.2
"Abr",0.5
"Abra",0.2
"Abracl",-0.4
"Abt1",0.9
"Abtb1",-0.2
"Abtb2",0.1
"AC139131.1",-0.7
"Acaa1a",-0.2
"Acaa1b",-0.4
"Acaa2",0.2
"Acaca",0
"Acacb",0.1
"Acad10",0
"Acad11",-0.1
"Acad12",0.4
"Acad8",-0.2
"Acad9",-0.2
"Acadl",1
"Acadm",-0.3
"Acads",-1
"Acadsb",-0.1
"Acadvl",0.2
"Acan",7.5
"Acap2",0.1
"Acap3",-0.2
"Acat1",-0.2
"Acat2",-0.2
"Acat3",0.3
"Acbd3",0.1
"Acbd4",-0.1
"Acbd5",0.4
"Acbd6",0
"Accs",-0.3
"Acd",-0.3
"Ace",0.4
"Ace2",-0.1
"Acer1",-1.2
"Acer2",-0.1
"Acer3",-0.1
"Ache",-0.1
"Acin1",-0.1
"Ackr1",0.3
"Ackr2",0.1
"Ackr3",-0.2
"Ackr4",-0.2
"Acly",-0.6
"Acmsd",-0.2
"Acnat1",0
"Aco1",0
"Aco2",1
"Acot1",1.7
"Acot10",0
"Acot11",1.2
"Acot12",-0.1
"Acot13",-0.3
"Acot2",1
"Acot3",-0.2
"Acot4",-0.1
"Acot5",0.1
"Acot6",-0.2
"Acot7",-0.5
"Acot8",-0.1
"Acot9",0
"Acox1",0.5
"Acox3",-0.3
"Acoxl",-0.1
"Acp1",0.2
"Acp2",0.2
"Acp6",0.2
"Acp7",-0.1
"Acpt",0
"Acr",0.2
"Acrbp",0
"Acsbg1",0.8
"Acsbg2",0.7
"Acsf2",1.2
"Acsf3",0
"Acsl1",-0.1
"Acsl3",0.5
"Acsl4",0.3
"Acsl5",0.1
"Acsl6",0.2
"Acsm2",-0.2
"Acsm3",0
"Acsm4",-0.2
"Acss1",0.6
"Acss2",0.1
"Acss3",-0.2
"Acta1",-0.3
"Acta2",NA
"Actb",-0.2
"Actg1",-0.2
"Actl10",-1.3
"Actl6a",-0.1
"Actl6b",-0.4
"Actl7a",-0.1
"Actl7b",NA
"Actl9",-0.1
"Actn1",-0.1
"Actn2",-0.6
"Actn3",0.4
"Actn4",0.4
"Actr10",-1.6
"Actr1a",-0.1
"Actr1b",-0.2
"Actr2",-0.1
"Actr3",0.2
"Actr3b",-0.5
"Actr5",-0.7
"Actr6",-0.1
"Actr8",-0.1
"Actrt3",-0.2
"Acvr1",0.2
"Acvr1b",0.3
"Acvr1c",0.3
"Acvr2a",0.6
"Acvr2b",-0.1
"Acvrl1",0.4
"Acy1",0.1
"Acy3",0.1
"Acyp1",-0.8
"Acyp2",0.1
"Ada",0.1
"Adad2",-0.1
"Adal",0
"Adam10",-0.1
"Adam11",-0.2
"Adam12",0
"Adam15",-0.8
"Adam17",-0.1
"Adam18",-0.1
"Adam19",0
"Adam1a",-1
"Adam1b",-0.3
"Adam21",-0.2
"Adam22",-0.2
"Adam23",-0.2
"Adam26b",0.1
"Adam28",-0.1
"Adam4",-0.3
"Adam8",-0.7
"Adam9",-0.3
"Adamts1",3.8
"Adamts10",-0.8
"Adamts13",-0.4
"Adamts14",-0.2
"Adamts15",0.1
"Adamts16",-0.1
"Adamts17",0
"Adamts18",-0.6
"Adamts19",0
"Adamts2",0
"Adamts20",0.7
"Adamts3",-0.2
"Adamts4",1.3
"Adamts5",0.1
"Adamts6",0.2
"Adamts8",0.6
"Adamts9",0.5
"Adamtsl2",-0.4
"Adamtsl3",0.4
"Adamtsl4",0.6
"Adamtsl5",0.4
"Adap1",-0.6
"Adap2",-0.2
"Adar",0.7
"Adarb1",0.5
"Adarb2",-0.3
"Adat1",0
"Adat2",0.1
"Adat3",-0.3
"Adck1",-0.1
"Adck2",-0.1
"Adck5",-0.6
"Adcy1",1.3
"Adcy10",-0.2
"Adcy2",0.3
"Adcy3",0.7
"Adcy4",0
"Adcy5",0
"Adcy6",-1
"Adcy7",-0.6
"Adcy8",0.8
"Adcy9",0.8
"Adcyap1r1",0.1
"Add1",-0.2
"Add2",0.4
"Add3",0.2
"Adgra1",0.7
"Adgra2",0.3
"Adgra3",-0.1
"Adgrb1",0.1
"Adgrb2",0.1
"Adgrb3",0.3
"Adgrd1",-0.3
"Adgre1",0.4
"Adgre5",-0.1
"Adgrf1",NA
"Adgrf2",0
"Adgrf3",0
"Adgrf4",0.2
"Adgrf5",1.4
"Adgrg1",0.2
"Adgrg2",-0.2
"Adgrg3",-0.1
"Adgrg4",-0.2
"Adgrg6",0.1
"Adgrl1",0
"Adgrl2",-0.2
"Adgrl3",0.1
"Adgrl4",0.3
"Adgrv1",-0.1
"Adh5",-0.3
"Adh6b",-0.2
"Adhfe1",0.3
"Adi1",0.1
"Adipor1",0.1
"Adipor2",0.3
"Adk",-0.1
"Adm",-0.1
"Adnp",-0.6
"Adnp2",1.4
"Ado",0.2
"Adora1",0
"Adora2a",-0.2
"Adora2b",0.5
"Adora3",0
"Adpgk",0
"Adprh",-0.4
"Adprhl2",0.1
"Adprm",0.3
"Adra1a",0.1
"Adra1b",-0.2
"Adra1d",0.3
"Adra2a",0.2
"Adra2b",NA
"Adra2c",-0.1
"Adrb1",2.9
"Adrb2",0.1
"Adrb3",-0.2
"Adrbk1",-0.2
"Adrbk2",0
"Adrm1",0
"Adsl",0.1
"Adss",-1.4
"Adssl1",-0.6
"Adtrp",0
"Aebp1",0.1
"Aebp2",0.1
"Aen",0
"Aes",-1.1
"AF366264",-0.2
"AF529169",-0.3
"Afap1",1
"Afap1l1",0.1
"Afap1l2",0.4
"Aff1",1.8
"Aff2",0.8
"Aff3",-0.4
"Aff4",0.8
"Afg3l1",-0.1
"Afg3l2",-0.2
"Afmid",0
"Aftph",0.1
"Aga",0
"Agap1",0.2
"Agap2",0.8
"Agap3",-0.4
"Agbl1",-0.2
"Agbl2",0
"Agbl3",-0.2
"Agbl4",-0.3
"Agbl5",0
"Ager",-0.3
"Agfg1",0
"Agfg2",-0.2
"Aggf1",0
"Agk",0
"Agl",0.5
"Agmat",-0.3
"Agmo",0.3
"Ago1",0
"Ago2",0.3
"Ago3",0.1
"Ago4",0.5
"Agpat1",0
"Agpat2",-0.1
"Agpat3",0.1
"Agpat4",0.6
"Agpat5",0.9
"Agpat9",-0.1
"Agps",0.3
"Agrn",-0.2
"Agrp",-0.3
"Agt",1.4
"Agtpbp1",-0.2
"Agtr1a",0
"Agtr1b",-0.7
"Agtr2",0
"Agtrap",0.8
"Ahctf1",0.1
"Ahcy",0.7
"Ahcyl1",1.1
"Ahcyl2",0.3
"Ahdc1",-1.6
"Ahi1",-0.2
"Ahnak",0.9
"Ahr",1.9
"Ahrr",-0.3
"Ahsa1",-0.2
"Ahsa2",-0.7
"AI314180",0
"AI413582",0.1
"AI429214",-0.1
"AI464131",0.9
"AI467606",-0.2
"AI481877",-0.1
"AI593442",0.7
"AI597479",0.2
"AI606181",0.6
"AI607873",-0.1
"AI661453",-0.2
"AI837181",-1.2
"AI846148",0.2
"AI854703",-0.5
"AI987944",0
"Aicda",-0.1
"Aida",0.6
"Aif1",-0.2
"Aif1l",-0.3
"Aifm1",0
"Aifm2",0
"Aifm3",-0.4
"Aig1",0
"Aim1",-0.5
"Aim1l",0
"Aim2",0.1
"Aimp1",-0.1
"Aimp2",-0.2
"Aip",-0.7
"Aipl1",-0.2
"Aire",-0.2
"Ajap1",0.7
"Ajuba",0.1
"AK010878",-0.9
"Ak1",0
"AK157302",-0.2
"Ak2",0.1
"Ak3",-0.2
"Ak4",-0.4
"Ak5",-0.8
"Ak6",-0.9
"Ak7",-0.5
"Ak8",-0.5
"Ak9",-0.7
"Akain1",0
"Akap1",-0.6
"Akap10",-0.4
"Akap11",0.9
"Akap12",1.1
"Akap13",0.2
"Akap14",0.1
"Akap17b",0.3
"Akap2",0.9
"Akap5",0.4
"Akap6",0.4
"Akap7",-0.1
"Akap8",-1.1
"Akap8l",-0.4
"Akap9",-0.1
"Akip1",0.6
"Akirin1",0.7
"Akirin2",0.1
"Akna",0.3
"Aknad1",-0.3
"Akp3",-0.3
"Akr1a1",-0.6
"Akr1b10",-0.1
"Akr1b3",-0.9
"Akr1c14",0
"Akr1c19",-0.2
"Akr1c21",0
"Akr1d1",-0.6
"Akr1e1",-0.7
"Akr7a5",0.1
"Akt1",-0.5
"Akt1s1",0
"Akt2",0.3
"Akt3",0.2
"Aktip",0
"Alad",0.3
"Alas1",0.1
"Alas2",0.1
"Alcam",0
"Aldh16a1",-0.2
"Aldh18a1",0.1
"Aldh1a1",1.2
"Aldh1a2",NA
"Aldh1a3",0.5
"Aldh1b1",-1.4
"Aldh1l1",-0.1
"Aldh1l2",-0.3
"Aldh2",0
"Aldh3a2",0.2
"Aldh3b1",0.4
"Aldh3b2",0
"Aldh4a1",0.1
"Aldh5a1",0
"Aldh6a1",0.4
"Aldh7a1",-0.1
"Aldh8a1",-1
"Aldh9a1",0
"Aldoa",-0.5
"Aldoart2",-1
"Aldob",0
"Aldoc",0.8
"Alg1",-0.3
"Alg10b",0.2
"Alg11",-0.8
"Alg12",-0.1
"Alg13",0.3
"Alg14",-0.1
"Alg2",-0.4
"Alg3",0.1
"Alg5",-0.3
"Alg6",0
"Alg8",-0.4
"Alg9",0
"Alk",0
"Alkbh1",0.2
"Alkbh2",-0.5
"Alkbh3",0.5
"Alkbh4",-0.5
"Alkbh5",-0.6
"Alkbh6",-0.4
"Alkbh7",0.5
"Alkbh8",0.1
"Allc",-0.2
"Alms1",-0.4
"Alox12",-0.1
"Alox12b",-0.5
"Alox12e",0.1
"Alox15",0.1
"Alox5ap",0
"Alox8",-0.5
"Aloxe3",-0.1
"Alpk1",-0.1
"Alpk3",0.4
"Alpl",0
"Alppl2",-0.1
"Als2",-0.7
"Als2cl",0.2
"Als2cr12",-0.3
"Alx4",-0.7
"Alyref",0
"Alyref2",0.1
"Amacr",0.1
"Ambra1",0.4
"Amd1",-0.1
"Amd2",-0.6
"Amdhd2",-0.2
"Amer1",-0.1
"Amer2",0.6
"Amer3",-0.4
"Amfr",-0.2
"Amh",-0.8
"Amhr2",0
"Amica1",0.1
"Amigo1",0
"Amigo2",2.5
"Amigo3",-0.4
"Ammecr1",-0.7
"Ammecr1l",-0.2
"Amn",-0.3
"Amn1",-0.1
"Amot",0.4
"Amotl1",0.2
"Amotl2",0.1
"Ampd2",0
"Ampd3",0.1
"Amph",0
"Amt",-0.1
"Amy1",-0.5
"Amy2a2",-0.1
"Amy2a3",-0.1
"Amy2a4",-0.1
"Amy2a5",-0.5
"Amz1",0.1
"Amz2",-0.1
"Anapc1",0.1
"Anapc10",-0.3
"Anapc11",0.1
"Anapc13",0.1
"Anapc15",-0.1
"Anapc16",-0.2
"Anapc2",-0.2
"Anapc4",-0.6
"Anapc5",-0.2
"Anapc7",0.4
"Ang",0
"Angel1",-1
"Angel2",-0.4
"Angpt1",0.1
"Angpt2",-0.4
"Angptl1",-0.1
"Angptl2",0.1
"Angptl4",0.1
"Angptl6",-0.4
"Angptl7",-0.1
"Angptl8",-0.4
"Ank",0.5
"Ank1",-0.2
"Ank2",0.2
"Ank3",0.3
"Ankdd1a",0.1
"Ankdd1b",-0.1
"Ankef1",-0.2
"Ankfy1",0.5
"Ankhd1",0
"Ankib1",0.3
"Ankle1",-0.4
"Ankle2",-0.1
"Ankmy1",-0.1
"Ankmy2",-0.2
"Ankra2",-0.2
"Ankrd10",-0.4
"Ankrd11",0.6
"Ankrd12",-1
"Ankrd13a",1.9
"Ankrd13b",-0.9
"Ankrd13c",0.9
"Ankrd13d",-0.3
"Ankrd16",0.2
"Ankrd17",0.3
"Ankrd2",-0.2
"Ankrd23",-1
"Ankrd24",-0.1
"Ankrd26",-0.3
"Ankrd27",-1.2
"Ankrd28",3.1
"Ankrd29",0.1
"Ankrd31",-0.1
"Ankrd33b",2.8
"Ankrd34a",-1.1
"Ankrd34b",-0.6
"Ankrd34c",-0.1
"Ankrd35",0
"Ankrd37",-0.6
"Ankrd39",-0.3
"Ankrd40",-0.2
"Ankrd42",-0.1
"Ankrd44",-0.1
"Ankrd45",0
"Ankrd46",-0.8
"Ankrd49",-0.2
"Ankrd50",0.9
"Ankrd52",-0.6
"Ankrd53",-0.1
"Ankrd54",-0.2
"Ankrd55",-0.4
"Ankrd6",0.2
"Ankrd61",-0.1
"Ankrd63",-1.1
"Ankrd7",0
"Ankrd9",-0.1
"Anks1",0
"Anks1b",-0.1
"Anks3",-1.2
"Anks4b",-0.5
"Anks6",-0.1
"Ankub1",0.1
"Ankzf1",-1
"Anln",0.1
"Ano1",0
"Ano10",0
"Ano2",-0.2
"Ano3",0.5
"Ano4",-0.5
"Ano5",-0.2
"Ano6",0.1
"Ano8",-0.1
"Anp32a",-0.4
"Anp32b",0.4
"Anp32e",0
"Anpep",-0.2
"Antxr1",0
"Antxr2",0.1
"Anxa1",0
"Anxa11",-0.2
"Anxa2",-0.1
"Anxa3",0
"Anxa4",-0.1
"Anxa5",0.9
"Anxa6",-0.4
"Anxa7",0
"Anxa9",-0.2
"Aoah",-0.2
"Aoc2",0
"Aoc3",0.1
"Aox1",0.7
"Aox3",-0.4
"Aox4",-0.2
"Ap1ar",-0.8
"Ap1b1",-1
"Ap1g1",0.3
"Ap1g2",-0.3
"Ap1m1",-0.7
"Ap1m2",-0.2
"Ap1s1",-0.5
"Ap1s2",0
"Ap1s3",0.5
"Ap2a1",-0.1
"Ap2a2",0.4
"Ap2b1",0
"Ap2m1",-0.2
"Ap2s1",-0.2
"Ap3b1",-0.2
"Ap3b2",-2
"Ap3d1",0.1
"Ap3m1",0
"Ap3m2",0.1
"Ap3s1",-0.1
"Ap3s2",0.3
"Ap4b1",0
"Ap4e1",-0.1
"Ap4m1",0.2
"Ap4s1",-0.2
"Ap5b1",1.8
"Ap5m1",0.4
"Ap5s1",-0.4
"Ap5z1",-0.5
"Apaf1",2
"Apba1",0.1
"Apba2",-0.1
"Apba3",-1.8
"Apbb1",-0.1
"Apbb1ip",-0.2
"Apbb2",0.3
"Apc",0.3
"Apc2",-0.3
"Apcdd1",0.4
"Apeh",0
"Apex1",-0.6
"Apex2",0
"Aph1a",-0.1
"Aph1b",-0.5
"Aph1c",-0.6
"Api5",0.1
"Apip",-0.3
"Apitd1",-0.1
"Aplf",0.1
"Apln",0.4
"Aplnr",-0.1
"Aplp1",0.3
"Aplp2",0.2
"Apmap",0.2
"Apoa1bp",-0.8
"Apoa2",0
"Apobec1",0
