MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		memory			IMP		J:196282 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		memory			ISO	RGD:3786 	J:155856 	
MGI:99677	Adcy1	adenylate cyclase 1	11		long-term memory			IGI	MGI:2176596 	J:57343 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		long-term memory			IGI	MGI:99677 	J:57343 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		memory			IMP		J:134966 	
MGI:1924846	Adgrf1	adhesion G protein-coupled receptor F1	17		memory			IMP	MGI:4362398 	J:240496 	
MGI:1338758	Adnp	activity-dependent neuroprotective protein	2		short-term memory			ISO	RGD:71030 	J:155856 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		memory			ISO	RGD:2059 	J:155856 	
MGI:88057	Apoe	apolipoprotein E	7		long-term memory			ISO	P02649 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		memory			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		memory			TAS		J:239203 	
MGI:88067	Arc	activity regulated cytoskeletal-associated protein	15		long-term memory			IMP		J:276388 	
MGI:88067	Arc	activity regulated cytoskeletal-associated protein	15		long-term memory			ISO	RGD:62037 	J:155856 	
MGI:1194915	Asic1	acid-sensing (proton-gated) ion channel 1	15		memory			IMP	MGI:2179834 	J:76361 	
MGI:1915229	Atad1	ATPase family, AAA domain containing 1	19		memory			IMP		J:173768 	
MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	7		memory			IMP	MGI:3696954 	J:117414 	
MGI:104783	Atxn1	ataxin 1	13		memory			IMP		J:240674 	
MGI:3694797	Atxn1l	ataxin 1-like	8		memory			IMP		J:240674 	
MGI:1858493	B4galt2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	4		memory			IMP	MGI:3849305 	J:149762 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		memory			TAS		J:239203 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		memory			IBA	PTN000173497 	J:265628 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		short-term memory			IMP	MGI:5604542 	J:231288 	
MGI:1916625	Btbd9	BTB (POZ) domain containing 9	17		long-term memory			IMP	MGI:4127237 	J:187734 	
MGI:88248	Calb1	calbindin 1	4		long-term memory			ISO	P05937 	J:164563 	
MGI:88248	Calb1	calbindin 1	4		short-term memory			ISO	P05937 	J:164563 	
MGI:88258	Camk4	calcium/calmodulin-dependent protein kinase IV	18		long-term memory			ISO	Q16566 	J:164563 	
MGI:96544	Casp1	caspase 1	9		memory			ISO	RGD:2274 	J:155856 	
MGI:88297	Cck	cholecystokinin	9		memory			ISO	RGD:2288 	J:155856 	
MGI:88314	Ccnd2	cyclin D2	6		long-term memory			IMP	MGI:2180642 	J:199107 	
MGI:88392	Chat	choline acetyltransferase	14		memory			ISO	RGD:1304627 	J:155856 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		long-term memory		PR:Q09XV5-1	IMP	MGI:6144040 	J:235128 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		memory			IMP	MGI:1888407 	J:123663 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		memory			ISO	RGD:2348 	J:155856 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		memory			IMP	MGI:1926253 	J:23256 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		memory			ISO	P17787 	J:164563 	
MGI:2138283	Chst10	carbohydrate sulfotransferase 10	1		long-term memory			IMP	MGI:2388475 	J:79015 	
MGI:1918972	Cic	capicua transcriptional repressor	7		memory			IMP		J:240674 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		memory			ISO	RGD:2369 	J:155856 	
MGI:88470	Comt	catechol-O-methyltransferase	16		short-term memory			ISO	RGD:2379 	J:155856 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		long-term memory			IMP		J:202741 J:223363 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		memory	happens in dentate gyrus		IMP		J:193188 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		memory			ISO	RGD:620218 	J:155856 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		memory			ISO	RGD:61276 	J:155856 	
MGI:2142523	Crtc1	CREB regulated transcription coactivator 1	8		memory	happens in dentate gyrus		IMP		J:193188 	
MGI:1932872	Ctns	cystinosis, nephropathic	11		long-term memory			IMP	MGI:2388945 	J:149574 	
MGI:107321	Cux2	cut-like homeobox 2	5		short-term memory			IMP		J:165046 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		memory			ISO	RGD:620137 	J:155856 	
MGI:104978	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	3		memory			ISO	RGD:2483 	J:155856 	
MGI:94864	Dbh	dopamine beta hydroxylase	2		memory			IMP	MGI:1857556 	J:41331 J:89376 	
MGI:99578	Drd1	dopamine receptor D1	13		memory			IMP	MGI:1857158 	J:102603 	
MGI:94924	Drd2	dopamine receptor D2	9		long-term memory			ISO	RGD:2520 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		short-term memory			ISO	RGD:2522 	J:155856 	
MGI:95295	Egr1	early growth response 1	18		long-term memory			ISO	RGD:2544 	J:155856 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		long-term memory			ISO	RGD:1302972 	J:155856 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		long-term memory			IMP		J:100646 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		memory			IMP		J:102163 	
MGI:102779	Fen1	flap structure specific endonuclease 1	19		memory			ISO	RGD:621821 	J:155856 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		memory			IMP		J:186253 	
MGI:2676586	Foxo6	forkhead box O6	4		memory			IMP		J:191193 	
MGI:107504	Gip	gastric inhibitory polypeptide	11		memory			IDA		J:129288 	
MGI:99571	Glp1r	glucagon-like peptide 1 receptor	17		memory			ISO	RGD:2703 	J:155856 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		long-term memory			IMP		J:82443 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		long-term memory			ISO	RGD:621531 	J:155856 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		long-term memory			IMP	MGI:1928279 MGI:2177650 	J:88689 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		memory			IMP	MGI:1928279 	J:60770 	
