MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1920971	1110017D15Rik	RIKEN cDNA 1110017D15 gene	4		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:1922764	1700013H16Rik	RIKEN cDNA 1700013H16 gene	X		meiotic cell cycle			IBA	PTN001064565 	J:265628 	
MGI:1922764	1700013H16Rik	RIKEN cDNA 1700013H16 gene	X		spermatid development			IBA	PTN001064565 	J:265628 	
MGI:1922764	1700013H16Rik	RIKEN cDNA 1700013H16 gene	X		spermatogenesis			IBA	PTN001064565 	J:265628 	
MGI:1920579	1700040F15Rik	RIKEN cDNA 1700040F15 gene	Y		meiotic cell cycle			IBA	PTN001064565 	J:265628 	
MGI:1920579	1700040F15Rik	RIKEN cDNA 1700040F15 gene	Y		spermatid development			IBA	PTN001064565 	J:265628 	
MGI:1920579	1700040F15Rik	RIKEN cDNA 1700040F15 gene	Y		spermatogenesis			IBA	PTN001064565 	J:265628 	
MGI:1914283	2610005L07Rik	RIKEN cDNA 2610005L07 gene	8		female gonad development			IGI	MGI:97530 	J:142042 	
MGI:1914283	2610005L07Rik	RIKEN cDNA 2610005L07 gene	8		luteinization			IGI	MGI:97530 	J:142042 	
MGI:1917941	3830403N18Rik	RIKEN cDNA 3830403N18 gene	X		meiotic cell cycle			IBA	PTN001064565 	J:265628 	
MGI:1917941	3830403N18Rik	RIKEN cDNA 3830403N18 gene	X		spermatid development			IBA	PTN001064565 	J:265628 	
MGI:1917941	3830403N18Rik	RIKEN cDNA 3830403N18 gene	X		spermatogenesis			IBA	PTN001064565 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		meiotic DNA double-strand break processing involved in reciprocal meiotic recombination			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		meiotic DNA double-strand break processing involved in reciprocal meiotic recombination			IMP		J:238491 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		oogenesis			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		oogenesis			IMP		J:238491 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		spermatogenesis			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		spermatogenesis			IMP		J:238491 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		synapsis			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		synapsis			IMP		J:238491 	
MGI:2444631	4932438A13Rik	RIKEN cDNA 4932438A13 gene	3		spermatogenesis			NAS		J:169901 	
MGI:1917115	A1cf	APOBEC1 complementation factor	19		embryo implantation			IMP	MGI:3690371 	J:114732 	
MGI:2449119	A2m	alpha-2-macroglobulin	6		female pregnancy			IEA	KW-0635 	J:60000 	
