MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1919900	2810006K23Rik	RIKEN cDNA 2810006K23 gene	5		translation release factor activity			IEA	IPR000352 	J:72247 	
MGI:2384560	Aars	alanyl-tRNA synthetase	8		translation regulator activity	is a part of regulation of cytoplasmic translational fidelity		IMP		J:216802 	
MGI:1351658	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	17		translation activator activity			ISO	Q8NE71 	J:164563 	
MGI:1933148	Abtb1	ankyrin repeat and  BTB (POZ) domain containing 1	6		translation elongation factor activity			IEA	KW-0251 	J:60000 	
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		translation regulator activity			IEA	IPR008087 	J:72247 	
MGI:104905	Bc1	brain cytoplasmic RNA 1	7		translation repressor activity, non-nucleic acid binding			ISO	M16113 	J:73065 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		translation activator activity			IBA	PTN000877352 	J:265628 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		translation activator activity			ISO	Q8N9W6 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		translation activator activity			IBA	PTN000088828 	J:265628 	
MGI:893588	Cirbp	cold inducible RNA binding protein	10		translation repressor activity			IDA		J:156048 	
MGI:88431	Cnbp	cellular nucleic acid binding protein	6		translation regulator activity			IBA	PTN000543537 	J:265628 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		translation factor activity, RNA binding			IBA	PTN000286163 	J:265628 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		translation regulator activity			IEA	IPR034819 	J:72247 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		translation repressor activity, mRNA regulatory element binding			IBA	PTN000286163 	J:265628 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		translation repressor activity, mRNA regulatory element binding			IDA		J:204958 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		translation factor activity, RNA binding			IBA	PTN000286163 	J:265628 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		translation regulator activity			IEA	IPR034819 	J:72247 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		translation repressor activity, mRNA regulatory element binding			IBA	PTN000286163 	J:265628 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		translation repressor activity, mRNA regulatory element binding			IDA		J:204958 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation factor activity, RNA binding			IBA	PTN000286163 	J:265628 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation factor activity, RNA binding			IDA		J:178916 J:202741 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation factor activity, RNA binding			ISO	Q8NE35 	J:164563 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation regulator activity			IEA	IPR034819 	J:72247 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation repressor activity, mRNA regulatory element binding			IBA	PTN000286163 	J:265628 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		translation repressor activity, mRNA regulatory element binding			IDA		J:181762 	
MGI:1914829	Cpeb4	cytoplasmic polyadenylation element binding protein 4	11		translation factor activity, RNA binding			IBA	PTN000286163 	J:265628 	
MGI:1914829	Cpeb4	cytoplasmic polyadenylation element binding protein 4	11		translation regulator activity			IEA	IPR034819 	J:72247 	
MGI:1914829	Cpeb4	cytoplasmic polyadenylation element binding protein 4	11		translation repressor activity, mRNA regulatory element binding			IBA	PTN000286163 	J:265628 	
MGI:2685518	Ctif	CBP80/20-dependent translation initiation factor	18		translation activator activity			IBA	PTN000583582 	J:265628 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		translation regulator activity	is a part of regulation of translation at postsynapse, modulating synaptic transmission,happens in UBERON:0001950		EXP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		translation regulator activity	happens in UBERON:0001950,is a part of regulation of translation at postsynapse, modulating synaptic transmission		IDA		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		translation regulator activity	is a part of regulation of translation at postsynapse, modulating synaptic transmission,happens in UBERON:0001950		IMP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		translation regulator activity	is a part of regulation of translation at postsynapse, modulating synaptic transmission,happens in UBERON:0001950		IPI		J:201819 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		translation activator activity			IBA	PTN000877352 	J:265628 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		translation activator activity			IDA		J:114722 	
MGI:1915434	Denr	density-regulated protein	5		translation initiation factor activity			IEA	IPR001950 IPR036877 	J:72247 	
MGI:1915434	Denr	density-regulated protein	5		translation initiation factor activity			IEA	KW-0396 	J:60000 	
MGI:94890	Dhfr	dihydrofolate reductase	13		translation repressor activity, mRNA regulatory element binding			ISO	P00374 	J:164563 	
MGI:2145374	Dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	13		translation initiation factor activity			IEA	KW-0396 	J:60000 	
MGI:1096881	Eef1a1	eukaryotic translation elongation factor 1 alpha 1	9		translation elongation factor activity			IBA	PTN000562490 	J:265628 	
MGI:1096317	Eef1a2	eukaryotic translation elongation factor 1 alpha 2	2		translation elongation factor activity			IBA	PTN000562490 	J:265628 	
MGI:1096317	Eef1a2	eukaryotic translation elongation factor 1 alpha 2	2		translation elongation factor activity			IDA		J:47340 	
MGI:1929520	Eef1b2	eukaryotic translation elongation factor 1 beta 2	1		translation elongation factor activity			ISS		J:65628 	
MGI:1913906	Eef1d	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	15		translation elongation factor activity			IEA	IPR001326 IPR014038 	J:72247 	
