MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2143261	A4gnt	alpha-1,4-N-acetylglucosaminyltransferase	9		negative regulation of epithelial cell proliferation	happens in stomach pyloric region,regulates the proliferation of glandular cell of stomach|happens in stomach glandular region epithelium,regulates the proliferation of glandular cell of stomach		IMP	MGI:5425954 	J:184485 	
MGI:102806	Acvr2a	activin receptor IIA	2		Sertoli cell proliferation			IMP	MGI:1861779 	J:71932 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		negative regulation of endothelial cell proliferation			IDA		J:164086 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		positive regulation of endothelial cell proliferation			IDA		J:164086 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		positive regulation of vascular endothelial cell proliferation			ISO	P78536 	J:164563 	
MGI:87930	Adk	adenosine kinase	14		type B pancreatic cell proliferation			ISO	RGD:2046 	J:155856 	
MGI:99403	Adora2b	adenosine A2b receptor	11		positive regulation of endothelial cell proliferation			ISO	RGD:2050 	J:155856 	
MGI:3580016	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	10		positive regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland alveolus,regulates the proliferation of epithelial cell		IGI	MGI:88313 	J:158376 	
MGI:3580016	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	10		positive regulation of mammary gland epithelial cell proliferation			IMP		J:158376 	
MGI:3580016	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	10		positive regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland alveolus,regulates the proliferation of epithelial cell		IMP	MGI:4439325 	J:158376 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		negative regulation of endothelial cell proliferation			ISO	RGD:69258 	J:155856 	
MGI:1913799	Aggf1	angiogenic factor with G patch and FHA domains 1	13		positive regulation of endothelial cell proliferation			ISO	Q8N302 	J:164563 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis			ISO	P30556 	J:164563 	
MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3		negative regulation of endothelial cell proliferation			ISO	Q12904 	J:164563 	
