"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
154 0.862155150599405 2 10 "GO:0000030" "mannosyltransferase activity" 0.978502316386366
725 0.494790235939286 2 7 "GO:0000182" "rDNA binding" 0.920979316359367
-1053 0.134033190659381 3 16 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.649988824741239
-14 0.957850117117469 2 113 "GO:0000287" "magnesium ion binding" 0.99150162934314
-27 0.983106972827126 4 5 "GO:0000339" "RNA cap binding" 0.997650876823793
802 0.523472646466358 6 5 "GO:0000832;GO:0000828;GO:0052723" "inositol hexakisphosphate 5-kinase activity" 0.926642245426579
2025 0.0776759465717815 2 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.531172221370153
488 0.00114227995612965 4 364 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.065017613382081
409 0.04731786601327 2 189 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.428951911911088
936 0.0155888643256533 2 53 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.263827934847792
643 0.0906571582371067 2 55 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.566850941020189
409 0.00258182881446001 3 449 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.0968602229424836
537 0.00154751148124444 4 283 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.0713895238051627
109 0.876797719034609 4 16 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.981936701474725
448 0.00229926471874431 2 380 "GO:0000989;GO:0000988;GO:0003712" "protein binding transcription factor activity" 0.092208443720677
1290 0.304715042650366 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.810946440737702
150 0.82540199098933 3 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.978502316386366
129 0.910606355727795 4 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.98967667127279
1070 0.35093332304067 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.849126631158026
1223 3.60399715681318e-05 4 91 "GO:0001046" "core promoter sequence-specific DNA binding" 0.00826442279082179
1112 5.82251979743213e-06 4 133 "GO:0001047" "core promoter binding" 0.00677159052441357
