"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1570 0.0729595441528387 3 10 "GO:0000030" "mannosyltransferase activity" 0.431739982925046
-654 0.532176159064473 3 7 "GO:0000182" "rDNA binding" 0.861303154387101
208 0.756903325973332 2 17 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.944802299919036
-297 0.262262913347143 2 110 "GO:0000287" "magnesium ion binding" 0.669123188228829
482 0.696906416590749 5 5 "GO:0000339" "RNA cap binding" 0.929718796092522
-1704 0.131551646481502 4 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.532634039018955
-393 0.00846226243120269 2 356 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.164655546966452
-366 0.0750658304449705 2 185 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.436699246573953
157 0.691615104145102 2 49 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.929718796092522
-636 0.089348369836325 2 55 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.472051250870354
-479 0.000416257786681226 2 435 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.0340253789899627
-463 0.00653152863579569 4 272 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.144196055267182
-932 0.192339259573551 3 15 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.586259914693361
-772 0.532770868875889 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.861303154387101
382 0.56941596653029 2 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.879797482606693
-1127 0.318584878946566 2 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.702800789521612
-3440 0.00232773645897279 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.0921462570655435
60 0.841172589635242 2 86 "GO:0001046" "core promoter sequence-specific DNA binding" 0.962515091422805
-23 0.926787019866698 4 127 "GO:0001047" "core promoter binding" 0.982059904237889
1215 0.24557726175863 2 7 "GO:0001055" "RNA polymerase II activity" 0.652598834488211
1023 0.242668298473203 2 10 "GO:0001056" "RNA polymerase III activity" 0.651915679497512
-1065 0.345881183799649 5 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.720101703660399
-210 0.453388885389756 3 99 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.815758595062458
-433 0.0375230227397892 2 180 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.319084667446504
-436 0.118719932051063 2 99 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.522620440151155
-778 0.0072608221453017 2 92 "GO:0001085" "RNA polymerase II transcription factor binding" 0.151553160414661
-87 0.925237090874459 5 9 "GO:0001091;GO:0001094" "RNA polymerase II basal transcription factor binding" 0.982059904237889
235 0.678241216784758 2 24 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.929258553692606
-593 0.233151177151416 4 31 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.644957955108013
-234 0.712753428846713 4 19 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.93178611712419
