"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-550 0.514345880146504 5 10 "GO:0000030" "mannosyltransferase activity" 0.884178664566326
-596 0.55446610120059 6 7 "GO:0000182" "rDNA binding" 0.891276454938484
-774 0.261407967755956 6 15 "GO:0000217" "DNA secondary structure binding" 0.766114895624872
214 0.409303339157591 2 107 "GO:0000287" "magnesium ion binding" 0.865769243518262
-959 0.421378200594775 4 5 "GO:0000339" "RNA cap binding" 0.865769243518262
-1517 0.0592066341013769 2 11 "GO:0000400" "four-way junction DNA binding" 0.525111415632293
846 0.437205880514745 2 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.868304137870369
82 0.574441814961837 2 345 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.905229938746041
36 0.856635645600309 3 179 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.974792286372765
95 0.802415486100082 2 50 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.965998042279283
-415 0.258345532996849 8 53 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.766114895624872
282 0.0352654080456558 2 414 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.44318669051405
257 0.122870283047722 2 264 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.675786556762471
-24 0.972079355472245 2 15 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.985582269981259
-269 0.0579636834346918 2 368 "GO:0000989;GO:0000988;GO:0003712" "protein binding transcription factor activity" 0.525111415632293
-496 0.677172548670794 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.937039417016849
-380 0.557185732719916 3 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.894366798443127
-844 0.437974715366259 7 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.868304137870369
1320 0.225424986638456 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.754436450725981
198 0.489751248325508 2 87 "GO:0001046" "core promoter sequence-specific DNA binding" 0.883569067010584
93 0.698709901330897 2 124 "GO:0001047" "core promoter binding" 0.937039417016849
-1472 0.144230223779837 7 7 "GO:0001055" "RNA polymerase II activity" 0.714212287361041
-3052 0.000296084613450917 3 10 "GO:0001056" "RNA polymerase III activity" 0.0247492991575257
-657 0.54619536053657 2 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.889529586345507
-130 0.6298188436725 2 98 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.926099318523218
341 0.0535574755296915 2 234 "GO:0001077;GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.508421541684089
58 0.83433694447824 3 93 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.968901565242869
